date,drug_name,category,quantity_sold,day_of_week,month,is_weekend
2025-05-23,FreeStyle Libre Reader,Diabetes Device,4,4,5,0
2025-05-24,FreeStyle Libre Reader,Diabetes Device,4,5,5,1
2025-05-25,FreeStyle Libre Reader,Diabetes Device,2,6,5,1
2025-05-26,FreeStyle Libre Reader,Diabetes Device,4,0,5,0
2025-05-27,FreeStyle Libre Reader,Diabetes Device,3,1,5,0
2025-05-28,FreeStyle Libre Reader,Diabetes Device,4,2,5,0
2025-05-29,FreeStyle Libre Reader,Diabetes Device,4,3,5,0
2025-05-30,FreeStyle Libre Reader,Diabetes Device,3,4,5,0
2025-05-31,FreeStyle Libre Reader,Diabetes Device,3,5,5,1
2025-06-01,FreeStyle Libre Reader,Diabetes Device,3,6,6,1
2025-06-02,FreeStyle Libre Reader,Diabetes Device,4,0,6,0
2025-06-03,FreeStyle Libre Reader,Diabetes Device,4,1,6,0
2025-06-04,FreeStyle Libre Reader,Diabetes Device,5,2,6,0
2025-06-05,FreeStyle Libre Reader,Diabetes Device,4,3,6,0
2025-06-06,FreeStyle Libre Reader,Diabetes Device,3,4,6,0
2025-06-07,FreeStyle Libre Reader,Diabetes Device,3,5,6,1
2025-06-08,FreeStyle Libre Reader,Diabetes Device,3,6,6,1
2025-06-09,FreeStyle Libre Reader,Diabetes Device,3,0,6,0
2025-06-10,FreeStyle Libre Reader,Diabetes Device,4,1,6,0
2025-06-11,FreeStyle Libre Reader,Diabetes Device,4,2,6,0
2025-06-12,FreeStyle Libre Reader,Diabetes Device,3,3,6,0
2025-06-13,FreeStyle Libre Reader,Diabetes Device,4,4,6,0
2025-06-14,FreeStyle Libre Reader,Diabetes Device,3,5,6,1
2025-06-15,FreeStyle Libre Reader,Diabetes Device,4,6,6,1
2025-06-16,FreeStyle Libre Reader,Diabetes Device,5,0,6,0
2025-06-17,FreeStyle Libre Reader,Diabetes Device,4,1,6,0
2025-06-18,FreeStyle Libre Reader,Diabetes Device,3,2,6,0
2025-06-19,FreeStyle Libre Reader,Diabetes Device,3,3,6,0
2025-06-20,FreeStyle Libre Reader,Diabetes Device,2,4,6,0
2025-06-21,FreeStyle Libre Reader,Diabetes Device,3,5,6,1
2025-06-22,FreeStyle Libre Reader,Diabetes Device,3,6,6,1
2025-06-23,FreeStyle Libre Reader,Diabetes Device,3,0,6,0
2025-06-24,FreeStyle Libre Reader,Diabetes Device,4,1,6,0
2025-06-25,FreeStyle Libre Reader,Diabetes Device,4,2,6,0
2025-06-26,FreeStyle Libre Reader,Diabetes Device,3,3,6,0
2025-06-27,FreeStyle Libre Reader,Diabetes Device,3,4,6,0
2025-06-28,FreeStyle Libre Reader,Diabetes Device,4,5,6,1
2025-06-29,FreeStyle Libre Reader,Diabetes Device,4,6,6,1
2025-06-30,FreeStyle Libre Reader,Diabetes Device,3,0,6,0
2025-07-01,FreeStyle Libre Reader,Diabetes Device,4,1,7,0
2025-07-02,FreeStyle Libre Reader,Diabetes Device,4,2,7,0
2025-07-03,FreeStyle Libre Reader,Diabetes Device,4,3,7,0
2025-07-04,FreeStyle Libre Reader,Diabetes Device,4,4,7,0
2025-07-05,FreeStyle Libre Reader,Diabetes Device,4,5,7,1
2025-07-06,FreeStyle Libre Reader,Diabetes Device,4,6,7,1
2025-07-07,FreeStyle Libre Reader,Diabetes Device,4,0,7,0
2025-07-08,FreeStyle Libre Reader,Diabetes Device,3,1,7,0
2025-07-09,FreeStyle Libre Reader,Diabetes Device,4,2,7,0
2025-07-10,FreeStyle Libre Reader,Diabetes Device,3,3,7,0
2025-07-11,FreeStyle Libre Reader,Diabetes Device,4,4,7,0
2025-07-12,FreeStyle Libre Reader,Diabetes Device,4,5,7,1
2025-07-13,FreeStyle Libre Reader,Diabetes Device,3,6,7,1
2025-07-14,FreeStyle Libre Reader,Diabetes Device,4,0,7,0
2025-07-15,FreeStyle Libre Reader,Diabetes Device,2,1,7,0
2025-07-16,FreeStyle Libre Reader,Diabetes Device,3,2,7,0
2025-07-17,FreeStyle Libre Reader,Diabetes Device,4,3,7,0
2025-07-18,FreeStyle Libre Reader,Diabetes Device,4,4,7,0
2025-07-19,FreeStyle Libre Reader,Diabetes Device,3,5,7,1
2025-07-20,FreeStyle Libre Reader,Diabetes Device,4,6,7,1
2025-07-21,FreeStyle Libre Reader,Diabetes Device,3,0,7,0
2025-07-22,FreeStyle Libre Reader,Diabetes Device,4,1,7,0
2025-07-23,FreeStyle Libre Reader,Diabetes Device,4,2,7,0
2025-07-24,FreeStyle Libre Reader,Diabetes Device,3,3,7,0
2025-07-25,FreeStyle Libre Reader,Diabetes Device,5,4,7,0
2025-07-26,FreeStyle Libre Reader,Diabetes Device,3,5,7,1
2025-07-27,FreeStyle Libre Reader,Diabetes Device,4,6,7,1
2025-07-28,FreeStyle Libre Reader,Diabetes Device,4,0,7,0
2025-07-29,FreeStyle Libre Reader,Diabetes Device,3,1,7,0
2025-07-30,FreeStyle Libre Reader,Diabetes Device,4,2,7,0
2025-07-31,FreeStyle Libre Reader,Diabetes Device,3,3,7,0
2025-08-01,FreeStyle Libre Reader,Diabetes Device,4,4,8,0
2025-08-02,FreeStyle Libre Reader,Diabetes Device,4,5,8,1
2025-08-03,FreeStyle Libre Reader,Diabetes Device,4,6,8,1
2025-08-04,FreeStyle Libre Reader,Diabetes Device,4,0,8,0
2025-08-05,FreeStyle Libre Reader,Diabetes Device,4,1,8,0
2025-08-06,FreeStyle Libre Reader,Diabetes Device,3,2,8,0
2025-08-07,FreeStyle Libre Reader,Diabetes Device,4,3,8,0
2025-08-08,FreeStyle Libre Reader,Diabetes Device,3,4,8,0
2025-08-09,FreeStyle Libre Reader,Diabetes Device,4,5,8,1
2025-08-10,FreeStyle Libre Reader,Diabetes Device,4,6,8,1
2025-08-11,FreeStyle Libre Reader,Diabetes Device,3,0,8,0
2025-08-12,FreeStyle Libre Reader,Diabetes Device,3,1,8,0
2025-08-13,FreeStyle Libre Reader,Diabetes Device,3,2,8,0
2025-08-14,FreeStyle Libre Reader,Diabetes Device,3,3,8,0
2025-08-15,FreeStyle Libre Reader,Diabetes Device,3,4,8,0
2025-08-16,FreeStyle Libre Reader,Diabetes Device,4,5,8,1
2025-08-17,FreeStyle Libre Reader,Diabetes Device,4,6,8,1
2025-08-18,FreeStyle Libre Reader,Diabetes Device,4,0,8,0
2025-08-19,FreeStyle Libre Reader,Diabetes Device,3,1,8,0
2025-08-20,FreeStyle Libre Reader,Diabetes Device,4,2,8,0
2025-08-21,FreeStyle Libre Reader,Diabetes Device,3,3,8,0
2025-08-22,FreeStyle Libre Reader,Diabetes Device,3,4,8,0
2025-08-23,FreeStyle Libre Reader,Diabetes Device,4,5,8,1
2025-08-24,FreeStyle Libre Reader,Diabetes Device,5,6,8,1
2025-08-25,FreeStyle Libre Reader,Diabetes Device,3,0,8,0
2025-08-26,FreeStyle Libre Reader,Diabetes Device,3,1,8,0
2025-08-27,FreeStyle Libre Reader,Diabetes Device,4,2,8,0
2025-08-28,FreeStyle Libre Reader,Diabetes Device,4,3,8,0
2025-08-29,FreeStyle Libre Reader,Diabetes Device,3,4,8,0
2025-08-30,FreeStyle Libre Reader,Diabetes Device,4,5,8,1
2025-08-31,FreeStyle Libre Reader,Diabetes Device,3,6,8,1
2025-09-01,FreeStyle Libre Reader,Diabetes Device,4,0,9,0
2025-09-02,FreeStyle Libre Reader,Diabetes Device,4,1,9,0
2025-09-03,FreeStyle Libre Reader,Diabetes Device,4,2,9,0
2025-09-04,FreeStyle Libre Reader,Diabetes Device,3,3,9,0
2025-09-05,FreeStyle Libre Reader,Diabetes Device,4,4,9,0
2025-09-06,FreeStyle Libre Reader,Diabetes Device,4,5,9,1
2025-09-07,FreeStyle Libre Reader,Diabetes Device,3,6,9,1
2025-09-08,FreeStyle Libre Reader,Diabetes Device,3,0,9,0
2025-09-09,FreeStyle Libre Reader,Diabetes Device,5,1,9,0
2025-09-10,FreeStyle Libre Reader,Diabetes Device,4,2,9,0
2025-09-11,FreeStyle Libre Reader,Diabetes Device,3,3,9,0
2025-09-12,FreeStyle Libre Reader,Diabetes Device,4,4,9,0
2025-09-13,FreeStyle Libre Reader,Diabetes Device,3,5,9,1
2025-09-14,FreeStyle Libre Reader,Diabetes Device,4,6,9,1
2025-09-15,FreeStyle Libre Reader,Diabetes Device,4,0,9,0
2025-09-16,FreeStyle Libre Reader,Diabetes Device,4,1,9,0
2025-09-17,FreeStyle Libre Reader,Diabetes Device,4,2,9,0
2025-09-18,FreeStyle Libre Reader,Diabetes Device,3,3,9,0
2025-09-19,FreeStyle Libre Reader,Diabetes Device,3,4,9,0
2025-09-20,FreeStyle Libre Reader,Diabetes Device,3,5,9,1
2025-09-21,FreeStyle Libre Reader,Diabetes Device,4,6,9,1
2025-09-22,FreeStyle Libre Reader,Diabetes Device,5,0,9,0
2025-09-23,FreeStyle Libre Reader,Diabetes Device,5,1,9,0
2025-09-24,FreeStyle Libre Reader,Diabetes Device,4,2,9,0
2025-09-25,FreeStyle Libre Reader,Diabetes Device,4,3,9,0
2025-09-26,FreeStyle Libre Reader,Diabetes Device,3,4,9,0
2025-09-27,FreeStyle Libre Reader,Diabetes Device,3,5,9,1
2025-09-28,FreeStyle Libre Reader,Diabetes Device,3,6,9,1
2025-09-29,FreeStyle Libre Reader,Diabetes Device,3,0,9,0
2025-09-30,FreeStyle Libre Reader,Diabetes Device,4,1,9,0
2025-10-01,FreeStyle Libre Reader,Diabetes Device,3,2,10,0
2025-10-02,FreeStyle Libre Reader,Diabetes Device,2,3,10,0
2025-10-03,FreeStyle Libre Reader,Diabetes Device,4,4,10,0
2025-10-04,FreeStyle Libre Reader,Diabetes Device,3,5,10,1
2025-10-05,FreeStyle Libre Reader,Diabetes Device,4,6,10,1
2025-10-06,FreeStyle Libre Reader,Diabetes Device,5,0,10,0
2025-10-07,FreeStyle Libre Reader,Diabetes Device,3,1,10,0
2025-10-08,FreeStyle Libre Reader,Diabetes Device,2,2,10,0
2025-10-09,FreeStyle Libre Reader,Diabetes Device,3,3,10,0
2025-10-10,FreeStyle Libre Reader,Diabetes Device,4,4,10,0
2025-10-11,FreeStyle Libre Reader,Diabetes Device,5,5,10,1
2025-10-12,FreeStyle Libre Reader,Diabetes Device,3,6,10,1
2025-10-13,FreeStyle Libre Reader,Diabetes Device,4,0,10,0
2025-10-14,FreeStyle Libre Reader,Diabetes Device,3,1,10,0
2025-10-15,FreeStyle Libre Reader,Diabetes Device,4,2,10,0
2025-10-16,FreeStyle Libre Reader,Diabetes Device,5,3,10,0
2025-10-17,FreeStyle Libre Reader,Diabetes Device,3,4,10,0
2025-10-18,FreeStyle Libre Reader,Diabetes Device,4,5,10,1
2025-10-19,FreeStyle Libre Reader,Diabetes Device,4,6,10,1
2025-10-20,FreeStyle Libre Reader,Diabetes Device,4,0,10,0
2025-10-21,FreeStyle Libre Reader,Diabetes Device,4,1,10,0
2025-10-22,FreeStyle Libre Reader,Diabetes Device,4,2,10,0
2025-10-23,FreeStyle Libre Reader,Diabetes Device,3,3,10,0
2025-10-24,FreeStyle Libre Reader,Diabetes Device,4,4,10,0
2025-10-25,FreeStyle Libre Reader,Diabetes Device,3,5,10,1
2025-10-26,FreeStyle Libre Reader,Diabetes Device,4,6,10,1
2025-10-27,FreeStyle Libre Reader,Diabetes Device,3,0,10,0
2025-10-28,FreeStyle Libre Reader,Diabetes Device,4,1,10,0
2025-10-29,FreeStyle Libre Reader,Diabetes Device,4,2,10,0
2025-10-30,FreeStyle Libre Reader,Diabetes Device,4,3,10,0
2025-10-31,FreeStyle Libre Reader,Diabetes Device,4,4,10,0
2025-11-01,FreeStyle Libre Reader,Diabetes Device,3,5,11,1
2025-11-02,FreeStyle Libre Reader,Diabetes Device,4,6,11,1
2025-11-03,FreeStyle Libre Reader,Diabetes Device,3,0,11,0
2025-11-04,FreeStyle Libre Reader,Diabetes Device,3,1,11,0
2025-11-05,FreeStyle Libre Reader,Diabetes Device,3,2,11,0
2025-11-06,FreeStyle Libre Reader,Diabetes Device,4,3,11,0
2025-11-07,FreeStyle Libre Reader,Diabetes Device,2,4,11,0
2025-11-08,FreeStyle Libre Reader,Diabetes Device,6,5,11,1
2025-11-09,FreeStyle Libre Reader,Diabetes Device,4,6,11,1
2025-11-10,FreeStyle Libre Reader,Diabetes Device,4,0,11,0
2025-11-11,FreeStyle Libre Reader,Diabetes Device,4,1,11,0
2025-11-12,FreeStyle Libre Reader,Diabetes Device,4,2,11,0
2025-11-13,FreeStyle Libre Reader,Diabetes Device,4,3,11,0
2025-11-14,FreeStyle Libre Reader,Diabetes Device,4,4,11,0
2025-11-15,FreeStyle Libre Reader,Diabetes Device,4,5,11,1
2025-11-16,FreeStyle Libre Reader,Diabetes Device,4,6,11,1
2025-11-17,FreeStyle Libre Reader,Diabetes Device,4,0,11,0
2025-11-18,FreeStyle Libre Reader,Diabetes Device,4,1,11,0
2025-11-19,FreeStyle Libre Reader,Diabetes Device,4,2,11,0
2025-11-20,FreeStyle Libre Reader,Diabetes Device,4,3,11,0
2025-11-21,FreeStyle Libre Reader,Diabetes Device,4,4,11,0
2025-11-22,FreeStyle Libre Reader,Diabetes Device,2,5,11,1
2025-11-23,FreeStyle Libre Reader,Diabetes Device,4,6,11,1
2025-11-24,FreeStyle Libre Reader,Diabetes Device,4,0,11,0
2025-11-25,FreeStyle Libre Reader,Diabetes Device,4,1,11,0
2025-11-26,FreeStyle Libre Reader,Diabetes Device,3,2,11,0
2025-11-27,FreeStyle Libre Reader,Diabetes Device,4,3,11,0
2025-11-28,FreeStyle Libre Reader,Diabetes Device,4,4,11,0
2025-11-29,FreeStyle Libre Reader,Diabetes Device,3,5,11,1
2025-11-30,FreeStyle Libre Reader,Diabetes Device,4,6,11,1
2025-12-01,FreeStyle Libre Reader,Diabetes Device,3,0,12,0
2025-12-02,FreeStyle Libre Reader,Diabetes Device,3,1,12,0
2025-12-03,FreeStyle Libre Reader,Diabetes Device,3,2,12,0
2025-12-04,FreeStyle Libre Reader,Diabetes Device,4,3,12,0
2025-12-05,FreeStyle Libre Reader,Diabetes Device,4,4,12,0
2025-12-06,FreeStyle Libre Reader,Diabetes Device,4,5,12,1
2025-12-07,FreeStyle Libre Reader,Diabetes Device,4,6,12,1
2025-12-08,FreeStyle Libre Reader,Diabetes Device,4,0,12,0
2025-12-09,FreeStyle Libre Reader,Diabetes Device,3,1,12,0
2025-12-10,FreeStyle Libre Reader,Diabetes Device,4,2,12,0
2025-12-11,FreeStyle Libre Reader,Diabetes Device,4,3,12,0
2025-12-12,FreeStyle Libre Reader,Diabetes Device,4,4,12,0
2025-12-13,FreeStyle Libre Reader,Diabetes Device,4,5,12,1
2025-12-14,FreeStyle Libre Reader,Diabetes Device,4,6,12,1
2025-12-15,FreeStyle Libre Reader,Diabetes Device,4,0,12,0
2025-12-16,FreeStyle Libre Reader,Diabetes Device,4,1,12,0
2025-12-17,FreeStyle Libre Reader,Diabetes Device,4,2,12,0
2025-12-18,FreeStyle Libre Reader,Diabetes Device,3,3,12,0
2025-12-19,FreeStyle Libre Reader,Diabetes Device,4,4,12,0
2025-12-20,FreeStyle Libre Reader,Diabetes Device,3,5,12,1
2025-12-21,FreeStyle Libre Reader,Diabetes Device,3,6,12,1
2025-12-22,FreeStyle Libre Reader,Diabetes Device,4,0,12,0
2025-12-23,FreeStyle Libre Reader,Diabetes Device,3,1,12,0
2025-12-24,FreeStyle Libre Reader,Diabetes Device,4,2,12,0
2025-12-25,FreeStyle Libre Reader,Diabetes Device,3,3,12,0
2025-12-26,FreeStyle Libre Reader,Diabetes Device,4,4,12,0
2025-12-27,FreeStyle Libre Reader,Diabetes Device,4,5,12,1
2025-12-28,FreeStyle Libre Reader,Diabetes Device,3,6,12,1
2025-12-29,FreeStyle Libre Reader,Diabetes Device,4,0,12,0
2025-12-30,FreeStyle Libre Reader,Diabetes Device,4,1,12,0
2025-12-31,FreeStyle Libre Reader,Diabetes Device,3,2,12,0
2026-01-01,FreeStyle Libre Reader,Diabetes Device,3,3,1,0
2026-01-02,FreeStyle Libre Reader,Diabetes Device,3,4,1,0
2026-01-03,FreeStyle Libre Reader,Diabetes Device,3,5,1,1
2026-01-04,FreeStyle Libre Reader,Diabetes Device,4,6,1,1
2026-01-05,FreeStyle Libre Reader,Diabetes Device,3,0,1,0
2026-01-06,FreeStyle Libre Reader,Diabetes Device,3,1,1,0
2026-01-07,FreeStyle Libre Reader,Diabetes Device,2,2,1,0
2026-01-08,FreeStyle Libre Reader,Diabetes Device,4,3,1,0
2026-01-09,FreeStyle Libre Reader,Diabetes Device,3,4,1,0
2026-01-10,FreeStyle Libre Reader,Diabetes Device,4,5,1,1
2026-01-11,FreeStyle Libre Reader,Diabetes Device,4,6,1,1
2026-01-12,FreeStyle Libre Reader,Diabetes Device,4,0,1,0
2026-01-13,FreeStyle Libre Reader,Diabetes Device,3,1,1,0
2026-01-14,FreeStyle Libre Reader,Diabetes Device,2,2,1,0
2026-01-15,FreeStyle Libre Reader,Diabetes Device,4,3,1,0
2026-01-16,FreeStyle Libre Reader,Diabetes Device,5,4,1,0
2026-01-17,FreeStyle Libre Reader,Diabetes Device,4,5,1,1
2026-01-18,FreeStyle Libre Reader,Diabetes Device,4,6,1,1
2026-01-19,FreeStyle Libre Reader,Diabetes Device,3,0,1,0
2026-01-20,FreeStyle Libre Reader,Diabetes Device,4,1,1,0
2026-01-21,FreeStyle Libre Reader,Diabetes Device,3,2,1,0
2026-01-22,FreeStyle Libre Reader,Diabetes Device,4,3,1,0
2026-01-23,FreeStyle Libre Reader,Diabetes Device,4,4,1,0
2026-01-24,FreeStyle Libre Reader,Diabetes Device,4,5,1,1
2026-01-25,FreeStyle Libre Reader,Diabetes Device,5,6,1,1
2026-01-26,FreeStyle Libre Reader,Diabetes Device,4,0,1,0
2026-01-27,FreeStyle Libre Reader,Diabetes Device,3,1,1,0
2026-01-28,FreeStyle Libre Reader,Diabetes Device,3,2,1,0
2026-01-29,FreeStyle Libre Reader,Diabetes Device,2,3,1,0
2026-01-30,FreeStyle Libre Reader,Diabetes Device,3,4,1,0
2026-01-31,FreeStyle Libre Reader,Diabetes Device,3,5,1,1
2026-02-01,FreeStyle Libre Reader,Diabetes Device,3,6,2,1
2026-02-02,FreeStyle Libre Reader,Diabetes Device,4,0,2,0
2026-02-03,FreeStyle Libre Reader,Diabetes Device,3,1,2,0
2026-02-04,FreeStyle Libre Reader,Diabetes Device,4,2,2,0
2026-02-05,FreeStyle Libre Reader,Diabetes Device,4,3,2,0
2026-02-06,FreeStyle Libre Reader,Diabetes Device,4,4,2,0
2026-02-07,FreeStyle Libre Reader,Diabetes Device,3,5,2,1
2026-02-08,FreeStyle Libre Reader,Diabetes Device,4,6,2,1
2026-02-09,FreeStyle Libre Reader,Diabetes Device,4,0,2,0
2026-02-10,FreeStyle Libre Reader,Diabetes Device,3,1,2,0
2026-02-11,FreeStyle Libre Reader,Diabetes Device,3,2,2,0
2026-02-12,FreeStyle Libre Reader,Diabetes Device,3,3,2,0
2026-02-13,FreeStyle Libre Reader,Diabetes Device,3,4,2,0
2026-02-14,FreeStyle Libre Reader,Diabetes Device,3,5,2,1
2026-02-15,FreeStyle Libre Reader,Diabetes Device,3,6,2,1
2026-02-16,FreeStyle Libre Reader,Diabetes Device,4,0,2,0
2026-02-17,FreeStyle Libre Reader,Diabetes Device,4,1,2,0
2026-02-18,FreeStyle Libre Reader,Diabetes Device,4,2,2,0
2026-02-19,FreeStyle Libre Reader,Diabetes Device,4,3,2,0
2026-02-20,FreeStyle Libre Reader,Diabetes Device,3,4,2,0
2026-02-21,FreeStyle Libre Reader,Diabetes Device,4,5,2,1
2026-02-22,FreeStyle Libre Reader,Diabetes Device,3,6,2,1
2026-02-23,FreeStyle Libre Reader,Diabetes Device,4,0,2,0
2026-02-24,FreeStyle Libre Reader,Diabetes Device,3,1,2,0
2026-02-25,FreeStyle Libre Reader,Diabetes Device,2,2,2,0
2026-02-26,FreeStyle Libre Reader,Diabetes Device,3,3,2,0
2026-02-27,FreeStyle Libre Reader,Diabetes Device,4,4,2,0
2026-02-28,FreeStyle Libre Reader,Diabetes Device,4,5,2,1
2026-03-01,FreeStyle Libre Reader,Diabetes Device,4,6,3,1
2026-03-02,FreeStyle Libre Reader,Diabetes Device,4,0,3,0
2026-03-03,FreeStyle Libre Reader,Diabetes Device,4,1,3,0
2026-03-04,FreeStyle Libre Reader,Diabetes Device,4,2,3,0
2026-03-05,FreeStyle Libre Reader,Diabetes Device,3,3,3,0
2026-03-06,FreeStyle Libre Reader,Diabetes Device,3,4,3,0
2026-03-07,FreeStyle Libre Reader,Diabetes Device,4,5,3,1
2026-03-08,FreeStyle Libre Reader,Diabetes Device,4,6,3,1
2026-03-09,FreeStyle Libre Reader,Diabetes Device,3,0,3,0
2026-03-10,FreeStyle Libre Reader,Diabetes Device,3,1,3,0
2026-03-11,FreeStyle Libre Reader,Diabetes Device,4,2,3,0
2026-03-12,FreeStyle Libre Reader,Diabetes Device,4,3,3,0
2026-03-13,FreeStyle Libre Reader,Diabetes Device,3,4,3,0
2026-03-14,FreeStyle Libre Reader,Diabetes Device,2,5,3,1
2026-03-15,FreeStyle Libre Reader,Diabetes Device,3,6,3,1
2026-03-16,FreeStyle Libre Reader,Diabetes Device,3,0,3,0
2026-03-17,FreeStyle Libre Reader,Diabetes Device,3,1,3,0
2026-03-18,FreeStyle Libre Reader,Diabetes Device,3,2,3,0
2026-03-19,FreeStyle Libre Reader,Diabetes Device,3,3,3,0
2026-03-20,FreeStyle Libre Reader,Diabetes Device,4,4,3,0
2026-03-21,FreeStyle Libre Reader,Diabetes Device,4,5,3,1
2026-03-22,FreeStyle Libre Reader,Diabetes Device,4,6,3,1
2026-03-23,FreeStyle Libre Reader,Diabetes Device,4,0,3,0
2026-03-24,FreeStyle Libre Reader,Diabetes Device,3,1,3,0
2026-03-25,FreeStyle Libre Reader,Diabetes Device,4,2,3,0
2026-03-26,FreeStyle Libre Reader,Diabetes Device,4,3,3,0
2026-03-27,FreeStyle Libre Reader,Diabetes Device,4,4,3,0
2026-03-28,FreeStyle Libre Reader,Diabetes Device,3,5,3,1
2026-03-29,FreeStyle Libre Reader,Diabetes Device,3,6,3,1
2026-03-30,FreeStyle Libre Reader,Diabetes Device,4,0,3,0
2026-03-31,FreeStyle Libre Reader,Diabetes Device,4,1,3,0
2026-04-01,FreeStyle Libre Reader,Diabetes Device,3,2,4,0
2026-04-02,FreeStyle Libre Reader,Diabetes Device,3,3,4,0
2026-04-03,FreeStyle Libre Reader,Diabetes Device,4,4,4,0
2026-04-04,FreeStyle Libre Reader,Diabetes Device,3,5,4,1
2026-04-05,FreeStyle Libre Reader,Diabetes Device,5,6,4,1
2026-04-06,FreeStyle Libre Reader,Diabetes Device,3,0,4,0
2026-04-07,FreeStyle Libre Reader,Diabetes Device,4,1,4,0
2026-04-08,FreeStyle Libre Reader,Diabetes Device,3,2,4,0
2026-04-09,FreeStyle Libre Reader,Diabetes Device,4,3,4,0
2026-04-10,FreeStyle Libre Reader,Diabetes Device,3,4,4,0
2026-04-11,FreeStyle Libre Reader,Diabetes Device,3,5,4,1
2026-04-12,FreeStyle Libre Reader,Diabetes Device,4,6,4,1
2026-04-13,FreeStyle Libre Reader,Diabetes Device,3,0,4,0
2026-04-14,FreeStyle Libre Reader,Diabetes Device,4,1,4,0
2026-04-15,FreeStyle Libre Reader,Diabetes Device,3,2,4,0
2026-04-16,FreeStyle Libre Reader,Diabetes Device,3,3,4,0
2026-04-17,FreeStyle Libre Reader,Diabetes Device,3,4,4,0
2026-04-18,FreeStyle Libre Reader,Diabetes Device,2,5,4,1
2026-04-19,FreeStyle Libre Reader,Diabetes Device,3,6,4,1
2026-04-20,FreeStyle Libre Reader,Diabetes Device,5,0,4,0
2026-04-21,FreeStyle Libre Reader,Diabetes Device,4,1,4,0
2026-04-22,FreeStyle Libre Reader,Diabetes Device,4,2,4,0
2026-04-23,FreeStyle Libre Reader,Diabetes Device,3,3,4,0
2026-04-24,FreeStyle Libre Reader,Diabetes Device,4,4,4,0
2026-04-25,FreeStyle Libre Reader,Diabetes Device,4,5,4,1
2026-04-26,FreeStyle Libre Reader,Diabetes Device,3,6,4,1
2026-04-27,FreeStyle Libre Reader,Diabetes Device,4,0,4,0
2026-04-28,FreeStyle Libre Reader,Diabetes Device,4,1,4,0
2026-04-29,FreeStyle Libre Reader,Diabetes Device,4,2,4,0
2026-04-30,FreeStyle Libre Reader,Diabetes Device,4,3,4,0
2026-05-01,FreeStyle Libre Reader,Diabetes Device,4,4,5,0
2026-05-02,FreeStyle Libre Reader,Diabetes Device,4,5,5,1
2026-05-03,FreeStyle Libre Reader,Diabetes Device,4,6,5,1
2026-05-04,FreeStyle Libre Reader,Diabetes Device,3,0,5,0
2026-05-05,FreeStyle Libre Reader,Diabetes Device,3,1,5,0
2026-05-06,FreeStyle Libre Reader,Diabetes Device,4,2,5,0
2026-05-07,FreeStyle Libre Reader,Diabetes Device,4,3,5,0
2026-05-08,FreeStyle Libre Reader,Diabetes Device,3,4,5,0
2026-05-09,FreeStyle Libre Reader,Diabetes Device,3,5,5,1
2026-05-10,FreeStyle Libre Reader,Diabetes Device,4,6,5,1
2026-05-11,FreeStyle Libre Reader,Diabetes Device,4,0,5,0
2026-05-12,FreeStyle Libre Reader,Diabetes Device,4,1,5,0
2026-05-13,FreeStyle Libre Reader,Diabetes Device,4,2,5,0
2026-05-14,FreeStyle Libre Reader,Diabetes Device,3,3,5,0
2026-05-15,FreeStyle Libre Reader,Diabetes Device,4,4,5,0
2026-05-16,FreeStyle Libre Reader,Diabetes Device,3,5,5,1
2026-05-17,FreeStyle Libre Reader,Diabetes Device,3,6,5,1
2026-05-18,FreeStyle Libre Reader,Diabetes Device,4,0,5,0
2026-05-19,FreeStyle Libre Reader,Diabetes Device,3,1,5,0
2026-05-20,FreeStyle Libre Reader,Diabetes Device,3,2,5,0
2026-05-21,FreeStyle Libre Reader,Diabetes Device,5,3,5,0
2026-05-22,FreeStyle Libre Reader,Diabetes Device,4,4,5,0
2026-05-23,FreeStyle Libre Reader,Diabetes Device,4,5,5,1
2026-05-24,FreeStyle Libre Reader,Diabetes Device,3,6,5,1
2026-05-25,FreeStyle Libre Reader,Diabetes Device,3,0,5,0
2026-05-26,FreeStyle Libre Reader,Diabetes Device,3,1,5,0
2026-05-27,FreeStyle Libre Reader,Diabetes Device,3,2,5,0
2026-05-28,FreeStyle Libre Reader,Diabetes Device,4,3,5,0
2026-05-29,FreeStyle Libre Reader,Diabetes Device,4,4,5,0
2026-05-30,FreeStyle Libre Reader,Diabetes Device,3,5,5,1
2026-05-31,FreeStyle Libre Reader,Diabetes Device,4,6,5,1
2026-06-01,FreeStyle Libre Reader,Diabetes Device,4,0,6,0
2026-06-02,FreeStyle Libre Reader,Diabetes Device,4,1,6,0
2026-06-03,FreeStyle Libre Reader,Diabetes Device,5,2,6,0
2026-06-04,FreeStyle Libre Reader,Diabetes Device,3,3,6,0
2026-06-05,FreeStyle Libre Reader,Diabetes Device,3,4,6,0
2026-06-06,FreeStyle Libre Reader,Diabetes Device,3,5,6,1
2026-06-07,FreeStyle Libre Reader,Diabetes Device,3,6,6,1
2026-06-08,FreeStyle Libre Reader,Diabetes Device,4,0,6,0
2026-06-09,FreeStyle Libre Reader,Diabetes Device,4,1,6,0
2026-06-10,FreeStyle Libre Reader,Diabetes Device,4,2,6,0
2026-06-11,FreeStyle Libre Reader,Diabetes Device,3,3,6,0
2026-06-12,FreeStyle Libre Reader,Diabetes Device,4,4,6,0
2026-06-13,FreeStyle Libre Reader,Diabetes Device,3,5,6,1
2026-06-14,FreeStyle Libre Reader,Diabetes Device,5,6,6,1
